module,type,name,res_id,src,value,comments
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__message_attachment_count,Attachment Count,عدد المرفقات,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__message_attachment_count,Attachment Count,عدد المرفقات,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__code_equipment,Code,الكود,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__code_piece,Code,الكود,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__code_station,Code,الكود,
intervention_management,model,"ir.model.constraint,message",intervention_management.constraint_intervention_management_equipment_def_identification_unique,Code must be unique!,Code must be unique!,
intervention_management,model,"ir.model.constraint,message",intervention_management.constraint_intervention_management_piece_def_identification_unique,Code must be unique!,Code must be unique!,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__color,Color,اللون,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__create_uid,Created by,أنشئ بواسطة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__create_uid,Created by,أنشئ بواسطة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__create_uid,Created by,أنشئ بواسطة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__create_uid,Created by,أنشئ بواسطة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__create_date,Created on,أنشئ في,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__create_date,Created on,أنشئ في,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__create_date,Created on,أنشئ في,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__create_date,Created on,أنشئ في,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__date,Date & Time,Date & Time,
intervention_management,model_terms,"ir.ui.view,arch_db",intervention_management.view_openacad_session_kanban,Delete,حذف,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__description,Description,الوصف,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__description,Description,الوصف,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__description,Description,الوصف,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__description,Description,الوصف,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__display_name,Display Name,الاسم المعروض,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__display_name,Display Name,الاسم المعروض,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__display_name,Display Name,الاسم المعروض,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__display_name,Display Name,الاسم المعروض,
intervention_management,model,"ir.ui.menu,name",intervention_management.equipment_menu_1,Equipment,Equipment,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__pannes_equipment,Equipments,Equipments,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__pieces_equipment,Equipments,Equipments,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__equipments_codes,Equipments,Equipments,
intervention_management,model_terms,"ir.ui.view,arch_db",intervention_management.panne_form,Equipments,Equipments,
intervention_management,model_terms,"ir.ui.view,arch_db",intervention_management.piece_form,Equipments,Equipments,
intervention_management,model_terms,"ir.ui.view,arch_db",intervention_management.station_form,Equipments List,Equipments List,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__message_follower_ids,Followers,المتابعون,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__message_follower_ids,Followers,المتابعون,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__message_follower_ids,Followers,المتابعون,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__message_follower_ids,Followers,المتابعون,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__message_channel_ids,Followers (Channels),المتابعون (القنوات),
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__message_channel_ids,Followers (Channels),المتابعون (القنوات),
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__message_channel_ids,Followers (Channels),المتابعون (القنوات),
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__message_channel_ids,Followers (Channels),المتابعون (القنوات),
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__message_partner_ids,Followers (Partners),المتابعون (الشركاء),
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__message_partner_ids,Followers (Partners),المتابعون (الشركاء),
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__message_partner_ids,Followers (Partners),المتابعون (الشركاء),
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__message_partner_ids,Followers (Partners),المتابعون (الشركاء),
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__id,ID,المُعرف,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__id,ID,المُعرف,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__id,ID,المُعرف,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__id,ID,المُعرف,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__activity_exception_icon,Icon,الأيقونة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__activity_exception_icon,Icon,الأيقونة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__activity_exception_icon,Icon,الأيقونة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__activity_exception_icon,Icon,الأيقونة,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_equipment__activity_exception_icon,Icon to indicate an exception activity.,Icon to indicate an exception activity.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_panne__activity_exception_icon,Icon to indicate an exception activity.,Icon to indicate an exception activity.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_piece__activity_exception_icon,Icon to indicate an exception activity.,Icon to indicate an exception activity.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_station__activity_exception_icon,Icon to indicate an exception activity.,Icon to indicate an exception activity.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_equipment__message_needaction,"If checked, new messages require your attention.",إذا كان محددًا، فهناك رسائل جديدة تحتاج لرؤيتها.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_equipment__message_unread,"If checked, new messages require your attention.",إذا كان محددًا، فهناك رسائل جديدة تحتاج لرؤيتها.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_panne__message_needaction,"If checked, new messages require your attention.",إذا كان محددًا، فهناك رسائل جديدة تحتاج لرؤيتها.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_panne__message_unread,"If checked, new messages require your attention.",إذا كان محددًا، فهناك رسائل جديدة تحتاج لرؤيتها.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_piece__message_needaction,"If checked, new messages require your attention.",إذا كان محددًا، فهناك رسائل جديدة تحتاج لرؤيتها.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_piece__message_unread,"If checked, new messages require your attention.",إذا كان محددًا، فهناك رسائل جديدة تحتاج لرؤيتها.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_station__message_needaction,"If checked, new messages require your attention.",إذا كان محددًا، فهناك رسائل جديدة تحتاج لرؤيتها.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_station__message_unread,"If checked, new messages require your attention.",إذا كان محددًا، فهناك رسائل جديدة تحتاج لرؤيتها.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_equipment__message_has_error,"If checked, some messages have a delivery error.",إذا كان محددًا، فقد حدث خطأ في تسليم بعض الرسائل.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_panne__message_has_error,"If checked, some messages have a delivery error.",إذا كان محددًا، فقد حدث خطأ في تسليم بعض الرسائل.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_piece__message_has_error,"If checked, some messages have a delivery error.",إذا كان محددًا، فقد حدث خطأ في تسليم بعض الرسائل.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_station__message_has_error,"If checked, some messages have a delivery error.",إذا كان محددًا، فقد حدث خطأ في تسليم بعض الرسائل.,
intervention_management,model,"ir.ui.menu,name",intervention_management.menu_root,InterMan,InterMan,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__message_is_follower,Is Follower,متابع,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__message_is_follower,Is Follower,متابع,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__message_is_follower,Is Follower,متابع,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__message_is_follower,Is Follower,متابع,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment____last_update,Last Modified on,آخر تعديل في,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne____last_update,Last Modified on,آخر تعديل في,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece____last_update,Last Modified on,آخر تعديل في,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station____last_update,Last Modified on,آخر تعديل في,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__write_uid,Last Updated by,آخر تحديث بواسطة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__write_uid,Last Updated by,آخر تحديث بواسطة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__write_uid,Last Updated by,آخر تحديث بواسطة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__write_uid,Last Updated by,آخر تحديث بواسطة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__write_date,Last Updated on,آخر تحديث في,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__write_date,Last Updated on,آخر تحديث في,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__write_date,Last Updated on,آخر تحديث في,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__write_date,Last Updated on,آخر تحديث في,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__location,Location,المكان,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__message_main_attachment_id,Main Attachment,المرفق الرئيسي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__message_main_attachment_id,Main Attachment,المرفق الرئيسي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__message_main_attachment_id,Main Attachment,المرفق الرئيسي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__message_main_attachment_id,Main Attachment,المرفق الرئيسي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__message_has_error,Message Delivery error,خطأ في تسليم الرسائل,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__message_has_error,Message Delivery error,خطأ في تسليم الرسائل,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__message_has_error,Message Delivery error,خطأ في تسليم الرسائل,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__message_has_error,Message Delivery error,خطأ في تسليم الرسائل,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__message_ids,Messages,الرسائل,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__message_ids,Messages,الرسائل,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__message_ids,Messages,الرسائل,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__message_ids,Messages,الرسائل,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__activity_date_deadline,Next Activity Deadline,الموعد النهائي للنشاط التالي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__activity_date_deadline,Next Activity Deadline,الموعد النهائي للنشاط التالي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__activity_date_deadline,Next Activity Deadline,الموعد النهائي للنشاط التالي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__activity_date_deadline,Next Activity Deadline,الموعد النهائي للنشاط التالي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__activity_summary,Next Activity Summary,ملخص النشاط التالي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__activity_summary,Next Activity Summary,ملخص النشاط التالي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__activity_summary,Next Activity Summary,ملخص النشاط التالي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__activity_summary,Next Activity Summary,ملخص النشاط التالي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__activity_type_id,Next Activity Type,نوع النشاط التالي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__activity_type_id,Next Activity Type,نوع النشاط التالي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__activity_type_id,Next Activity Type,نوع النشاط التالي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__activity_type_id,Next Activity Type,نوع النشاط التالي,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__message_needaction_counter,Number of Actions,عدد الإجراءات,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__message_needaction_counter,Number of Actions,عدد الإجراءات,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__message_needaction_counter,Number of Actions,عدد الإجراءات,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__message_needaction_counter,Number of Actions,عدد الإجراءات,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__message_has_error_counter,Number of errors,عدد الاخطاء,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__message_has_error_counter,Number of errors,عدد الاخطاء,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__message_has_error_counter,Number of errors,عدد الاخطاء,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__message_has_error_counter,Number of errors,عدد الاخطاء,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_equipment__message_needaction_counter,Number of messages which requires an action,عدد الرسائل التي تتطلب إجراء,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_panne__message_needaction_counter,Number of messages which requires an action,عدد الرسائل التي تتطلب إجراء,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_piece__message_needaction_counter,Number of messages which requires an action,عدد الرسائل التي تتطلب إجراء,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_station__message_needaction_counter,Number of messages which requires an action,عدد الرسائل التي تتطلب إجراء,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_equipment__message_has_error_counter,Number of messages with delivery error,عدد الرسائل الحادث بها خطأ في التسليم,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_panne__message_has_error_counter,Number of messages with delivery error,عدد الرسائل الحادث بها خطأ في التسليم,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_piece__message_has_error_counter,Number of messages with delivery error,عدد الرسائل الحادث بها خطأ في التسليم,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_station__message_has_error_counter,Number of messages with delivery error,عدد الرسائل الحادث بها خطأ في التسليم,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_equipment__message_unread_counter,Number of unread messages,عدد الرسائل الجديدة,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_panne__message_unread_counter,Number of unread messages,عدد الرسائل الجديدة,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_piece__message_unread_counter,Number of unread messages,عدد الرسائل الجديدة,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_station__message_unread_counter,Number of unread messages,عدد الرسائل الجديدة,
intervention_management,model,"ir.ui.menu,name",intervention_management.panne_menu_1,Panne,Panne,
intervention_management,model,"ir.ui.menu,name",intervention_management.panne_menu_1_list,Panne List,Panne List,
intervention_management,model,"ir.ui.menu,name",intervention_management.panne_menu_2_list,Panne Technicien,Panne Technicien,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__equipment_pannes,Pannes,Pannes,
intervention_management,model_terms,"ir.ui.view,arch_db",intervention_management.equipment_form,Pannes,Pannes,
intervention_management,model_terms,"ir.ui.view,arch_db",intervention_management.station_form,Pannes Details,Pannes Details,
intervention_management,model_terms,"ir.ui.view,arch_db",intervention_management.station_form,Pannes List,Pannes List,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__phone,Phone Number,رقم الهاتف,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__equipment_pieces,Pieces,Pieces,
intervention_management,model_terms,"ir.ui.view,arch_db",intervention_management.equipment_form,Pieces,Pieces,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__price,Price,السعر,
intervention_management,model,"ir.model.fields.selection,name",intervention_management.selection__intervention_management_panne__priority__primary,Primary,Primary,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__priority,Priority,الأولوية,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__activity_user_id,Responsible User,المستخدم المسؤول,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__activity_user_id,Responsible User,المستخدم المسؤول,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__activity_user_id,Responsible User,المستخدم المسؤول,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__activity_user_id,Responsible User,المستخدم المسؤول,
intervention_management,model,"ir.model.fields.selection,name",intervention_management.selection__intervention_management_panne__priority__secondary,Secondary,Secondary,
intervention_management,model_terms,"ir.ui.view,arch_db",intervention_management.equipment_calendar,Session Calendar,Session Calendar,
intervention_management,model_terms,"ir.ui.view,arch_db",intervention_management.view_openacad_session_kanban,Session name:,Session name:,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__social_reason,Social Reason,Social Reason,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__start_date,Start Date,تاريخ البداية,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__panne_ids,Station,Station,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__station_cods,Station Codes,Station Codes,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__station_cods,Stations,Stations,
intervention_management,model_terms,"ir.ui.view,arch_db",intervention_management.equipment_form,Stations,Stations,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_equipment__activity_state,"Status based on activities
Overdue: Due date is already passed
Today: Activity date is today
Planned: Future activities.","الحالة على أساس الأنشطة
المتأخرة: تاريخ الاستحقاق مر
اليوم: تاريخ النشاط هو اليوم
المخطط: الأنشطة المستقبلية.",
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_panne__activity_state,"Status based on activities
Overdue: Due date is already passed
Today: Activity date is today
Planned: Future activities.","الحالة على أساس الأنشطة
المتأخرة: تاريخ الاستحقاق مر
اليوم: تاريخ النشاط هو اليوم
المخطط: الأنشطة المستقبلية.",
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_piece__activity_state,"Status based on activities
Overdue: Due date is already passed
Today: Activity date is today
Planned: Future activities.","الحالة على أساس الأنشطة
المتأخرة: تاريخ الاستحقاق مر
اليوم: تاريخ النشاط هو اليوم
المخطط: الأنشطة المستقبلية.",
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_station__activity_state,"Status based on activities
Overdue: Due date is already passed
Today: Activity date is today
Planned: Future activities.","الحالة على أساس الأنشطة
المتأخرة: تاريخ الاستحقاق مر
اليوم: تاريخ النشاط هو اليوم
المخطط: الأنشطة المستقبلية.",
intervention_management,model,"ir.ui.menu,name",intervention_management.panne_menu_2,Technicien,Technicien,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_equipment__activity_exception_decoration,Type of the exception activity on record.,Type of the exception activity on record.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_panne__activity_exception_decoration,Type of the exception activity on record.,Type of the exception activity on record.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_piece__activity_exception_decoration,Type of the exception activity on record.,Type of the exception activity on record.,
intervention_management,model,"ir.model.fields,help",intervention_management.field_intervention_management_station__activity_exception_decoration,Type of the exception activity on record.,Type of the exception activity on record.,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__message_unread,Unread Messages,الرسائل الجديدة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__message_unread,Unread Messages,الرسائل الجديدة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__message_unread,Unread Messages,الرسائل الجديدة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__message_unread,Unread Messages,الرسائل الجديدة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__message_unread_counter,Unread Messages Counter,عدد الرسائل الجديدة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__message_unread_counter,Unread Messages Counter,عدد الرسائل الجديدة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__message_unread_counter,Unread Messages Counter,عدد الرسائل الجديدة,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_station__message_unread_counter,Unread Messages Counter,عدد الرسائل الجديدة,
intervention_management,model,"ir.model.fields.selection,name",intervention_management.selection__intervention_management_panne__priority__vital,Vital,Vital,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__category,category,category,
intervention_management,model,"ir.ui.menu,name",intervention_management.equipment_menu_1_list,equipment List,equipment List,
intervention_management,model,"ir.actions.act_window,name",intervention_management.equipment_action_window,intervention_management window,intervention_management window,
intervention_management,model,"ir.actions.act_window,name",intervention_management.panne_action_window,intervention_management window,intervention_management window,
intervention_management,model,"ir.actions.act_window,name",intervention_management.piece_action_window,intervention_management window,intervention_management window,
intervention_management,model,"ir.actions.act_window,name",intervention_management.station_action_window,intervention_management window,intervention_management window,
intervention_management,model,"ir.model,name",intervention_management.model_intervention_management_equipment,intervention_management.equipment,intervention_management.equipment,
intervention_management,model,"ir.model,name",intervention_management.model_intervention_management_panne,intervention_management.panne,intervention_management.panne,
intervention_management,model,"ir.model,name",intervention_management.model_intervention_management_piece,intervention_management.piece,intervention_management.piece,
intervention_management,model,"ir.model,name",intervention_management.model_intervention_management_station,intervention_management.station,intervention_management.station,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__mark,mark,mark,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_piece__mark,mark,mark,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_equipment__name,name,name,
intervention_management,model,"ir.model.fields,field_description",intervention_management.field_intervention_management_panne__num,num,num,
intervention_management,model_terms,"ir.ui.view,arch_db",intervention_management.view_openacad_session_kanban,num:,num:,
intervention_management,model,"ir.ui.menu,name",intervention_management.piece_menu_1,piece,piece,
intervention_management,model,"ir.ui.menu,name",intervention_management.piece_menu_1_list,piece List,piece List,
intervention_management,model,"ir.ui.menu,name",intervention_management.station_menu_1,station,station,
intervention_management,model,"ir.ui.menu,name",intervention_management.station_menu_1_list,station List,station List,
